0,0,0,0,0,0,0,0,0,:8:0.1413607
2,0,0,0,0,0,0,0,1,:1:0
2,0,0,0,0,0,0,0,1,:2:0
2,0,0,0,0,0,0,0,1,:3:0.2583301
2,0,0,0,0,0,0,0,1,:4:0
2,0,0,0,0,0,0,0,1,:5:0
2,0,0,0,0,0,0,0,1,:6:0.05
2,0,0,0,0,0,0,0,1,:7:0
2,0,0,0,1,0,0,2,1,:1:0
2,0,0,0,1,0,0,2,1,:2:0.2
2,0,0,0,1,0,0,2,1,:3:0.2
2,0,0,0,1,0,0,2,1,:5:0
2,0,0,0,1,0,0,2,1,:6:0
2,0,2,0,1,1,0,2,1,:3:-0.5
0,0,1,0,0,0,0,0,0,:0:0.1464197
0,0,1,0,0,0,0,0,0,:1:0.1200098
0,0,1,0,0,0,0,0,0,:3:0.02257814
0,0,1,0,0,0,0,0,0,:4:0.2602943
0,0,1,0,0,0,0,0,0,:5:0.02195956
0,0,1,0,0,0,0,0,0,:6:0.02301896
0,0,1,0,0,0,0,0,0,:7:0.05502054
0,0,1,0,0,0,0,0,0,:8:0.0004222058
0,0,1,1,0,2,0,0,0,:0:0
0,0,1,1,0,2,0,0,0,:1:0
0,0,1,1,0,2,0,0,0,:4:0
0,0,1,1,0,2,0,0,0,:6:0
0,0,1,1,0,2,0,0,0,:7:0
0,0,1,1,0,2,0,0,0,:8:0
0,2,1,1,0,2,0,0,1,:7:0
0,2,1,1,0,2,1,2,1,:0:0
0,0,0,0,0,0,0,0,1,:0:0.003750611
0,0,0,0,0,0,0,0,1,:1:0.04737983
0,0,0,0,0,0,0,0,1,:2:0.3072301
0,0,0,0,0,0,0,0,1,:3:0.1246973
0,0,0,0,0,0,0,0,1,:4:0.1678541
0,0,0,0,0,0,0,0,1,:5:0.06554749
0,0,0,0,0,0,0,0,1,:6:0.1014694
0,0,0,0,0,0,0,0,1,:7:0.06418645
0,0,0,2,1,0,0,0,1,:5:0
0,0,0,2,1,2,0,1,1,:6:-0.6875
0,0,0,0,0,0,0,0,0,:0:0.5937971
0,0,0,0,0,0,0,0,0,:1:0.3688509
0,0,0,0,0,0,0,0,0,:2:0.2350927
0,0,0,0,0,0,0,0,0,:3:0.3283335
0,0,0,0,0,0,0,0,0,:4:0.3320998
0,0,0,0,0,0,0,0,0,:5:0.3802819
0,0,0,0,0,0,0,0,0,:6:0.2676975
0,0,0,0,0,0,0,0,0,:7:0.1740891
0,0,1,2,0,0,0,0,0,:1:0.2
0,1,1,2,0,0,0,0,2,:0:0.875
0,1,1,2,0,0,0,0,2,:4:0
0,1,1,2,0,0,0,0,2,:5:0
0,1,1,2,0,0,0,0,2,:6:0
0,1,1,2,0,0,0,0,2,:7:0
0,0,0,0,0,0,0,1,0,:0:0.117188
0,0,0,0,0,0,0,1,0,:1:0.003551979
0,0,0,0,0,0,0,1,0,:2:0.298991
0,0,0,0,0,0,0,1,0,:3:0
0,0,0,0,0,0,0,1,0,:4:0.162116
0,0,0,0,0,0,0,1,0,:5:0.09673768
0,0,0,0,0,0,0,1,0,:6:0.2063683
0,0,0,0,0,0,0,1,0,:8:0.1198323
2,1,0,0,0,0,0,1,0,:2:0
2,1,0,0,0,0,0,1,0,:3:0.06875
2,1,0,0,0,0,0,1,0,:4:0
2,1,0,0,0,0,0,1,0,:5:0
2,1,0,0,0,0,0,1,0,:6:0
2,1,0,0,0,0,0,1,0,:8:-0.5
2,1,0,1,0,0,2,1,0,:2:-0.75
2,1,0,1,0,0,2,1,0,:4:0
2,1,0,1,0,0,2,1,0,:5:-0.25
2,1,0,1,0,0,2,1,0,:8:0
1,0,0,0,0,0,0,0,0,:7:0.1043498
1,0,0,0,1,0,0,2,0,:1:-0.25
1,0,0,0,1,0,0,2,0,:2:0
1,0,0,0,1,0,0,2,0,:3:-0.5
1,0,0,0,1,0,0,2,0,:5:0
1,0,0,0,1,0,0,2,0,:6:0.1146484
1,0,0,0,1,0,0,2,0,:8:0
1,0,2,0,1,1,0,2,0,:1:-0.40625
0,0,0,0,0,0,1,2,0,:0:0.3832813
0,0,0,0,0,0,1,2,0,:1:0.02
